"Rec No","Sup:Suppno","Sup:Suppcode","Sup:Suppname","Sup:Cpname","Sup:Address1","Sup:Address2","Sup:Address3","Sup:City","Sup:Pincode","Sup:Phoneno","Sup:Mobileno","Sup:Faxno","Sup:Exciseno","Sup:Sertaxno","Sup:Vatno","Sup:Cstno","Sup:Otherno","Sup:Pan","Sup:Tan","Sup:Assetno"
       74161,           180,819431,"AXON RENT A CAR",,"Flat # 201, Lulwani Ave, Sakore Nagar",,,"Pune",             0,,0,,,,,,,,,             0
       74162,           181,819916,"AYESHA SAMARTH KAPOOR",,"Gamma1, 4th floor, Giga Space Complex",,,"Pune",             0,,0,,,,,,,,,             0
       74163,           182,829912,"Azaruddin Shabuddin Hetawade",,"Gamma1, 4th floor, Giga Space Complex",,,"Pune",             0,,0,,,,,,,,,             0
       74164,           183,823487,"B R Naina",,"Gamma1, 4th floor, Giga Space Complex",,,"Pune",             0,,0,,,,,,,,,             0
       74165,           184,819432,"B.A. SRINATH",,"NO-114 SURVEYOR STREET BASAVANAGUDI",,,"BANGALORE",             0,,0,,,,,,,,,             0
       74166,           185,821217,"B.C. PRABHAKAR",,"No. 135(Upstairs), Dr. A.R. Krishna",,"Basavanagudi","Bangalore",             0,,0,,,,,,,,,             0
       74167,           186,820025,"B.N.V.S.S.T.SOMI NAIDU",,"15th Floor, World Trade Center",,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74168,           187,821643,"BAFNA AUTO CARS (I) PVT LTD",,"15, Pune Satara Road",,"Dhankawadi","Pune",             0,,0,,,,,,,,,             0
       74169,           188,840994,"Bajaj Allianz General Ins Co - Travel",,"Vardhaman', 4th Floor, 7 Loves Chowk",,,"Pune",             0,,0,,,,,,,,,             0
       74170,           189,819433,"BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD",,"GE Plaza, Airport Road,",,,"Pune",             0,,0,,,,,,,,,             0
       74171,           190,821396,"Balaji Caterers",,"Near Swami Narayan Temple",,,"Pune",             0,,0,,,,,,,,,             0
       74172,           191,820140,"BALRAM K S",,"15th Floor, World Trade Center,",,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74173,           192,824120,"Bangalore Electricity Supply Company Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74174,           193,822764,"BANISIMRAN SABHERWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74175,           194,819434,"BEHRAM P. ENGINEER",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74176,           195,824453,"BHAGAYA GRAPHICS / NAGALESWARAN",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74177,           196,822235,"BHAGYA GRAPHICS",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74178,           197,837477,"Bharat Kagad",,,,,"Pune",             0,,0,,,,,,,,,             0
       74179,           198,819435,"Bharat Petroleum Corporation Limited",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74180,           199,826509,"Bharti Airtel Limited",,,,,"Haryana",             0,,0,,,,,,,,,             0
       74181,           200,877054,"Bhavesh Kumar Nagre",,,,,"Pune",             0,,0,,,,,,,,,             0
       74182,           201,819983,"BHAVNA JOSHI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74183,           202,820080,"Bhavya S",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74184,           203,836630,"Bhavya Shetty",,,,,"Pune",             0,,0,,,,,,,,,             0
       74185,           204,820156,"BHUMA SAROJA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74186,           205,833420,"Bikash Kumar Singh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74187,           206,824655,"Bikash Sharma",,,,,"Pune",             0,,0,,,,,,,,,             0
       74188,           207,819436,"Billionsmiles Hospitality Pvt Ltd",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74189,           208,820092,"BINDYA KARUNAN",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74190,           209,819437,"BLUE LEAGUE VENTURE",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74191,           210,819438,"BLUE STAR LIMITED",,,,,"Pune",             0,,0,,,,,,,,,             0
       74192,           212,830006,"Brian Patel",,,,,"Pune",             0,,0,,,,,,,,,             0
       74193,           213,819439,"BRIGADE ENTERPRISES LIMITED",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74194,           214,819440,"Brigade Gateway Resident Welfare",,,,"Campus","Bangalore",             0,,0,,,,,,,,,             0
       74195,           215,847593,"BSI Group India Private Limited",,,,"Andheri (East)","Mumbai",             0,,0,,,,,,,,,             0
       74196,           216,819878,"BUDHI SAGAR YADAV",,,,,"Pune",             0,,0,,,,,,,,,             0
       74197,           217,848434,"Business Bookings*INACTIVATE VENDOR***",,,,"Corby",,             0,,0,,,,,,,,,             0
       74198,           218,819441,"C S Passion Facility Management Services",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74199,           219,840905,"Caddy Services",,,,"Rajarampuri","Kolhapur",             0,,0,,,,,,,,,             0
       74200,           220,819442,"CAIZE REALTY INDIA PVT LTD",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74201,           221,841532,"Cannon Hygiene (India) Pvt. Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74202,           222,819443,"CAREER LOUNGE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74203,           223,832437,"Career Next Solutions",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74204,           224,819444,"Carewel Facilities India Pvt Ltd",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74205,           225,837947,"CBRE South Asia Pvt. Ltd.",,,,"DLF City Phase II","Gurgaon",             0,,0,,,,,,,,,             0
       74206,           226,841438,"Celin Pereira",,,,,"Pune",             0,,0,,,,,,,,,             0
       74207,           227,820075,"CHAITANYA GOPAL",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74208,           228,853423,"Chaitrali Sandeep Pawale",,,,,"Pune",             0,,0,,,,,,,,,             0
       74209,           229,821562,"Champa Enterprises",,,,"Viman Nagar","Pune",             0,,0,,,,,,,,,             0
       74210,           230,819636,"CHANDRABHUSHAN RAJGURU",,,,,"Pune",             0,,0,,,,,,,,,             0
       74211,           231,840565,"Chandrakant S Ulekar",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74212,           232,820153,"CHANDRASEKHAR BYRAGANI",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74213,           233,835437,"Chandrashekhar More",,,,,"Pune",             0,,0,,,,,,,,,             0
       74214,           234,876304,"Chandwani Ceramics-14/15",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74215,           235,838612,"Cherrytin",,,,,"Chennai",             0,,0,,,,,,,,,             0
       74216,           236,819445,"CHETAN ENGINEERING WORKS",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74217,           237,841178,"Chetan Gaba",,,,,"Pune",             0,,0,,,,,,,,,             0
       74218,           238,850011,"Chetan Khedkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74219,           239,819446,"CHETAN MAYUR & CO",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74220,           240,822624,"CHETAN MAYUR & CO CLIENT A/C",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74221,           241,819860,"CHETAN NIBJIYA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74222,           242,819447,"CHETAN SHROFF AND COMPANY",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74223,           243,819954,"CHETNAMAYEE BAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74224,           244,822320,"Chhaya Ashok Shinde",,,,"Vadgaonsheri","Pune",             0,,0,,,,,,,,,             0
       74225,           245,829313,"Chinmay Joshi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74226,           246,824396,"CHINTHALA APPARAO",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74227,           247,819692,"Chitra Thakre",,,,,"Pune",             0,,0,,,,,,,,,             0
       74228,           248,819448,"CHOHAN ZUBER DASTAGIR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74229,           249,826285,"Clayton Fernandes",,,,,"Pune",             0,,0,,,,,,,,,             0
       74230,           250,819449,"Clean Fix Services",,,,"Viman Nagar","PUNE",             0,,0,,,,,,,,,             0
       74231,           251,876811,"Clean Fix Services Pvt. Ltd.",,,,"Opp Bank Of India, Vimannagar","Pune",             0,,0,,,,,,,,,             0
       74232,           252,819841,"CLIVE JACOB",,,,,"Pune",             0,,0,,,,,,,,,             0
       74233,           253,819450,"Cms Info Systems Pvt Ltd",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74234,           254,819451,"COMSOLVE MEDIATECH PVT LTD",,,,"New Sadashiv Peth","Pune",             0,,0,,,,,,,,,             0
       74235,           255,850940,"Confederation Of Indian Industry",,,,"Off Mumbai Pune Highway, Wakdewadi","Shivajinagar",             0,,0,,,,,,,,,             0
       74236,           256,823119,"Cool Point Services",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74237,           257,869136,"Corporation Bank",,,,"Somwar Peth","Pune",             0,,0,,,,,,,,,             0
       74238,           258,843669,"Creative Eye Events & Technology",,,,"Narayan Peth","Pune",             0,,0,,,,,,,,,             0
       74239,           259,829755,"Crispin Alexander",,,,,"Pune",             0,,0,,,,,,,,,             0
       74240,           260,819452,"CROSSDOMAIN SOLUTIONS PVT LTD - AJG",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74241,           261,819453,"CROSSDOMAIN SOLUTIONS PVT LTD - PAYROLL",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74242,           262,841927,"Crystal Clear Cleaning Concern",,,,,"Pune",             0,,0,,,,,,,,,             0
       74243,           263,822144,"Crystal Gifts",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74244,           264,825882,"CSA Communications",,,,,"Pune",             0,,0,,,,,,,,,             0
       74245,           265,873681,"Cubic Computing Ltd",,,,"Koramangala Inner Ring Road,","Bangalore",             0,,0,,,,,,,,,             0
       74246,           266,819454,"D K MANAGEMENT CONSULTANTS AND PLACEMENT",,,,"ROKADOBA TEMPLE, SHIVAJI NAGAR","PUNE",             0,,0,,,,,,,,,             0
       74247,           267,874213,"D K Manpower Solutions",,,,"Behind Congress Bhavan, Shivajinagar","Pune",             0,,0,,,,,,,,,             0
       74248,           268,877625,"DA Miracles",,,,"Tilak Road, Sadashiv Peth","Pune",             0,,0,,,,,,,,,             0
       74249,           269,829775,"Darshana Ravindra Talim",,,,,"Pune",             0,,0,,,,,,,,,             0
       74250,           270,828638,"Darshana Sharad Thakkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74251,           271,837586,"DAYA SUDAMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74252,           272,844485,"Debasmita Sinha",,,,,"Pune",             0,,0,,,,,,,,,             0
       74253,           273,829782,"Deborah Lydia DSouza",,,,,"Pune",             0,,0,,,,,,,,,             0
       74254,           274,819880,"DEEPA RADHAKRISHNAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74255,           275,819989,"DEEPA SONAWANE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74256,           276,819612,"DEEPA TULSANI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74257,           277,820199,"DEEPALI RATANPAL",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74258,           278,829746,"Deepika Diwan",,,,,"Pune",             0,,0,,,,,,,,,             0
       74259,           279,819886,"DEEPIKA JADHAV",,,,,"Pune",             0,,0,,,,,,,,,             0
       74260,           280,842992,"Deepika Khare",,,,,"Pune",             0,,0,,,,,,,,,             0
       74261,           281,828316,"Deepti Saxena",,,,,"Pune",             0,,0,,,,,,,,,             0
       74262,           282,829318,"Deeraj Adappa",,,,,"Pune",             0,,0,,,,,,,,,             0
       74263,           283,819456,"Deloitte Haskins & Sells",,,,"Senapati Bapat Road","Pune",             0,,0,,,,,,,,,             0
       74264,           284,824439,"DELOITTE TOUCHE TOHMATSU INDIA PVT LTD",,,,"SENAPATI BAPAT MARG, ELPHINSTONE (W)","MUMBAI",             0,,0,,,,,,,,,             0
       74265,           285,819457,"DELTA FIRE SYSTEM",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74266,           286,819774,"DENNEN D SOUZA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74267,           287,829317,"Devendrasinh Surve",,,,,"Pune",             0,,0,,,,,,,,,             0
       74268,           288,819458,"DEVI INTERNATIONAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74269,           289,826720,"Dew Drop Design Studio",,,,,"Bengaluru",             0,,0,,,,,,,,,             0
       74270,           290,836756,"Dhadpad Consultancy",,,,,"Pune",             0,,0,,,,,,,,,             0
       74271,           291,819671,"Dhananjay Deshmukh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74272,           292,841447,"Dharmesh Thakkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74273,           293,819748,"DHAWAL RATNAPARKHI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74274,           294,871222,"Dibyendu Samanta",,,,,"Pune",             0,,0,,,,,,,,,             0
       74275,           295,847453,"Digambar Ratnakar Karekar",,,,"Opp. Hockey Stadium, Subhash Road","Kolhapur",             0,,0,,,,,,,,,             0
       74276,           296,819459,"DIGITAL WAVES COMPUTER SOLUTIONS PVT LTD",,,,"Matunga","Mumbai",             0,,0,,,,,,,,,             0
       74277,           297,874033,"Digvijay Bhandari",,,,,"Pune",             0,,0,,,,,,,,,             0
       74278,           298,820085,"Dilip Kumar",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74279,           299,827127,"Dilip Kumar Tiwari",,,,,"Pune",             0,,0,,,,,,,,,             0
       74280,           300,830010,"Dilip Yadav",,,,,"Pune",             0,,0,,,,,,,,,             0
       74281,           301,822142,"Dinesh Home Appliances & Gift Shoppee",,,,,"Pune",             0,,0,,,,,,,,,             0
       74282,           302,838772,"Dipali Shashikant Pawar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74283,           303,829320,"Dipika Motilal Arora",,,,,"Pune",             0,,0,,,,,,,,,             0
       74284,           304,841840,"Disha Sunil Amte",,,,,"Pune",             0,,0,,,,,,,,,             0
       74285,           305,819940,"DIVYA TARE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74286,           306,819942,"DIVYA VERMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74287,           307,847594,"Dnyanesh D Shinde",,,,"Yerawada","Pune",             0,,0,,,,,,,,,             0
       74288,           308,819696,"Dnyaneshwar Bhalsing",,,,,"Pune",             0,,0,,,,,,,,,             0
       74289,           309,819637,"DNYANOBA GAWALI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74290,           310,819753,"DOLLY JONSA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74291,           311,819460,"DOLPHIN ENTERPRISES",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74292,           312,819461,"DOOR TRAINING AND CONSULTING INDIA PVT",,,,,"GURGAON",             0,,0,,,,,,,,,             0
       74293,           313,822204,"Dr. Chandra Pandit",,,,,"Pune",             0,,0,,,,,,,,,             0
       74294,           314,829209,"Duet India Hotels (Pune) Pvt Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       74295,           315,878612,"Durga Hospitality Services",,,,,"Pune",             0,,0,,,,,,,,,             0
       74296,           316,819462,"DW Practice India Private Ltd",,,,,"Hydrabad",             0,,0,,,,,,,,,             0
       74297,           317,821249,"EAGLE EYE'S MANAGEMENT SERVICES",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74298,           318,820164,"EDIGA PRASANNA",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74299,           319,819831,"EDWIN FERNANDES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74300,           320,830304,"Elkay's Design & Print",,,,,"Pune",             0,,0,,,,,,,,,             0
       74301,           321,819463,"EMERSON NETWORK POWER (I) PVT.LTD",,,,,"Pune",             0,,0,,,,,,,,,             0
       74302,           322,838614,"Emkay Facilities Services Pvt Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
